idDeputadoAutor,idProposicao,tipoAutor,proponente
74161.0,2481405,Deputado(a),1
74160.0,2481405,Deputado(a),0
74044.0,2481405,Deputado(a),1
74060.0,2481405,Deputado(a),1
133439.0,2481405,Deputado(a),0
136811.0,2481405,Deputado(a),1
141391.0,2481405,Deputado(a),1
141485.0,2481405,Deputado(a),1
150418.0,2481405,Deputado(a),0
160666.0,2481405,Deputado(a),1
160610.0,2481405,Deputado(a),1
160569.0,2481405,Deputado(a),0
62881.0,2481405,Deputado(a),0
143632.0,2481405,Deputado(a),1
160517.0,2481405,Deputado(a),1
160599.0,2481405,Deputado(a),0
160556.0,2481405,Deputado(a),1
160640.0,2481405,Deputado(a),1
